期号,详情页链接,开奖日期,星期,中奖号码_前区,中奖号码_后区,出球顺序_前区,出球顺序_后区,总销售额(元),奖池奖金(元),1等奖_基本注数,1等奖_基本单注奖金(元),1等奖_基本总奖金(元),1等奖_追加注数,1等奖_追加单注奖金(元),1等奖_追加总奖金(元),1等奖_派奖注数,1等奖_派奖单注金额(元),1等奖_派奖总金额(元),1等奖_追加派奖注数,1等奖_追加派奖单注金额(元),1等奖_追加派奖总金额(元),2等奖_基本注数,2等奖_基本单注奖金(元),2等奖_基本总奖金(元),2等奖_追加注数,2等奖_追加单注奖金(元),2等奖_追加总奖金(元),2等奖_派奖注数,2等奖_派奖单注金额(元),2等奖_派奖总金额(元),2等奖_追加派奖注数,2等奖_追加派奖单注金额(元),2等奖_追加派奖总金额(元),3等奖_基本注数,3等奖_基本单注奖金(元),3等奖_基本总奖金(元),3等奖_追加注数,3等奖_追加单注奖金(元),3等奖_追加总奖金(元),4等奖_基本注数,4等奖_基本单注奖金(元),4等奖_基本总奖金(元),4等奖_追加注数,4等奖_追加单注奖金(元),4等奖_追加总奖金(元),5等奖_基本注数,5等奖_基本单注奖金(元),5等奖_基本总奖金(元),5等奖_追加注数,5等奖_追加单注奖金(元),5等奖_追加总奖金(元),6等奖_基本注数,6等奖_基本单注奖金(元),6等奖_基本总奖金(元),6等奖_追加注数,6等奖_追加单注奖金(元),6等奖_追加总奖金(元),7等奖_基本注数,7等奖_基本单注奖金(元),7等奖_基本总奖金(元),7等奖_追加注数,7等奖_追加单注奖金(元),7等奖_追加总奖金(元),8等奖_基本注数,8等奖_基本单注奖金(元),8等奖_基本总奖金(元),8等奖_追加注数,8等奖_追加单注奖金(元),8等奖_追加总奖金(元),9等奖_基本注数,9等奖_基本单注奖金(元),9等奖_基本总奖金(元),9等奖_追加注数,9等奖_追加单注奖金(元),9等奖_追加总奖金(元)
25046,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25046,2025-04-28,星期一,04 10 15 20 34,04 07,04 34 15 10 20,07 04,367246953,1213336580,4,10000000,40000000,1,8000000,8000000,2,5000000,10000000,0,0,0,110,123790,13616900,17,99032,1683544,92,38759,3565828,14,31008,434112,209,10000,2090000,169,5000,845000,1564,3000,4692000,1292,1500,1938000,23230,300,6969000,18978,150,2846700,56690,200,11338000,47638,100,4763800,40493,100,4049300,32343,50,1617150,1290893,15,19363395,1060977,7,7957327,12380349,5,61901745,10096467,2,25241167
25045,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25045,2025-04-26,星期六,08 11 21 23 27,03 08,21 11 27 08 23,08 03,394950774,1207089477,10,9199763,91997630,2,7359810,14719620,9,943396,8490564,2,754717,6792453,140,126988,17778320,36,101590,3657240,113,30257,3419041,24,24205,580920,290,10000,2900000,224,5000,1120000,1309,3000,3927000,967,1500,1450500,23569,300,7070700,17953,150,2692950,41246,200,8249200,30890,100,3089000,51074,100,5107400,39445,50,1972250,1069383,15,16040745,820383,7,6152872,10559263,5,52796315,8162648,2,20406620
25044,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25044,2025-04-23,星期三,15 17 21 22 26,02 08,15 17 26 21 22,02 08,368611600,1237807812,4,10000000,40000000,1,8000000,8000000,4,2083333,8333332,1,1666667,6666668,132,123720,16331040,44,98976,4354944,103,29806,3070018,39,23845,929955,332,10000,3320000,262,5000,1310000,844,3000,2532000,633,1500,949500,20217,300,6065100,16421,150,2463150,30501,200,6100200,23842,100,2384200,51141,100,5114100,42098,50,2104900,941673,15,14125095,749865,7,5623987,9867091,5,49335455,7838452,2,19596130
25043,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25043,2025-04-21,星期一,03 16 20 21 27,09 11,20 03 21 16 27,09 11,362168053,1212466180,2,10000000,20000000,1,8000000,8000000,1,10000000,10000000,0,0,0,143,132632,18966376,42,106105,4456410,111,29112,3231432,33,23289,768537,238,10000,2380000,182,5000,910000,751,3000,2253000,571,1500,856500,19695,300,5908500,15331,150,2299650,20365,200,4073000,15110,100,1511000,43170,100,4317000,33182,50,1659100,774312,15,11614680,590637,7,4429777,8089690,5,40448450,6206586,2,15516465
25042,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25042,2025-04-19,星期六,06 08 11 18 20,05 11,20 08 18 06 11,11 05,391234678,1157421361,2,10000000,20000000,1,8000000,8000000,1,10000000,10000000,0,0,0,164,105826,17355464,44,84660,3725040,126,26525,3342150,31,21220,657820,490,10000,4900000,392,5000,1960000,990,3000,2970000,709,1500,1063500,27535,300,8260500,21015,150,3152250,28313,200,5662600,20861,100,2086100,84975,100,8497500,67827,50,3391350,984298,15,14764470,744350,7,5582625,10165745,5,50828725,7797457,2,19493642
25041,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25041,2025-04-16,星期三,03 04 21 22 27,05 11,21 27 04 22 03,05 11,372136085,1110680827,8,8448564,67588512,5,6758851,33794255,8,833333,6666664,5,666667,5333336,109,128409,13996581,41,102727,4211807,83,35523,2948409,37,28420,1051540,246,10000,2460000,192,5000,960000,1167,3000,3501000,947,1500,1420500,20286,300,6085800,15789,150,2368350,45471,200,9094200,36920,100,3692000,42997,100,4299700,33421,50,1671050,1145325,15,17179875,917748,7,6883110,11392114,5,56960570,9125349,2,22813372
25040,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25040,2025-04-14,星期一,02 08 16 31 32,04 12,31 32 16 02 08,12 04,365388846,1147506477,4,10000000,40000000,2,8000000,16000000,3,2631578,7894734,1,2105264,6315792,154,100484,15474536,69,80387,5546703,121,23557,2850397,61,18845,1149545,346,10000,3460000,258,5000,1290000,998,3000,2994000,756,1500,1134000,20857,300,6257100,16120,150,2418000,27562,200,5512400,21828,100,2182800,51201,100,5120100,39390,50,1969500,883517,15,13252755,697426,7,5230695,9378424,5,46892120,7415914,2,18539785
25039,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25039,2025-04-12,星期六,03 07 14 15 19,06 10,07 14 19 15 03,10 06,380283087,1128975871,4,10000000,40000000,1,8000000,8000000,2,3571428,7142856,1,2857143,5714286,99,192059,19013841,20,153647,3072940,75,45977,3448275,15,36781,551715,268,10000,2680000,189,5000,945000,1039,3000,3117000,735,1500,1102500,20795,300,6238500,15619,150,2342850,28895,200,5779000,21549,100,2154900,52701,100,5270100,39689,50,1984450,912524,15,13687860,690839,7,5181292,9834344,5,49171720,7527376,2,18818440
25038,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25038,2025-04-09,星期三,07 08 20 26 34,08 09,26 34 07 20 08,08 09,367355129,1098668135,4,10000000,40000000,1,8000000,8000000,2,3571428,7142856,1,2857143,5714286,145,106912,15502240,45,85529,3848805,112,27777,3111024,40,22223,888920,244,10000,2440000,186,5000,930000,1047,3000,3141000,829,1500,1243500,21853,300,6555900,16857,150,2528550,32818,200,6563600,25635,100,2563500,40418,100,4041800,30533,50,1526650,1047524,15,15712860,812583,7,6094372,10717739,5,53588695,8304474,2,20761185
25037,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25037,2025-04-07,星期一,05 20 23 27 31,04 06,31 20 23 27 05,06 04,302429281,1078059212,3,10000000,30000000,0,0,0,0,0,0,0,0,0,78,202241,15774798,14,161792,2265088,0,0,0,0,0,0,204,10000,2040000,0,0,0,584,3000,1752000,0,0,0,15572,300,4671600,0,0,0,21602,200,4320400,0,0,0,39865,100,3986500,0,0,0,719682,15,10795230,0,0,0,7724990,5,38624950,0,0,0
25036,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25036,2025-04-05,星期六,04 07 13 27 30,02 06,07 30 04 13 27,06 02,303323074,1044099471,4,10000000,40000000,1,8000000,8000000,0,0,0,0,0,0,87,162675,14152725,16,130140,2082240,0,0,0,0,0,0,220,10000,2200000,0,0,0,946,3000,2838000,0,0,0,19627,300,5888100,0,0,0,28664,200,5732800,0,0,0,42768,100,4276800,0,0,0,837848,15,12567720,0,0,0,8265918,5,41329590,0,0,0
25035,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25035,2025-04-02,星期三,22 25 28 29 30,04 08,30 22 25 28 29,04 08,290834566,1034539140,6,10000000,60000000,2,8000000,16000000,0,0,0,0,0,0,85,167168,14209280,28,133734,3744552,0,0,0,0,0,0,182,10000,1820000,0,0,0,542,3000,1626000,0,0,0,13958,300,4187400,0,0,0,18855,200,3771000,0,0,0,30935,100,3093500,0,0,0,650074,15,9751110,0,0,0,7330305,5,36651525,0,0,0
25034,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25034,2025-03-31,星期一,04 15 22 28 33,06 08,15 28 04 33 22,06 08,291102580,1046884586,12,6578028,78936336,11,5262422,57886642,0,0,0,0,0,0,143,81044,11589292,44,64835,2852740,0,0,0,0,0,0,308,10000,3080000,0,0,0,904,3000,2712000,0,0,0,19822,300,5946600,0,0,0,32042,200,6408400,0,0,0,41785,100,4178500,0,0,0,851122,15,12766830,0,0,0,8380391,5,41901955,0,0,0
25033,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25033,2025-03-29,星期六,01 02 08 10 33,10 12,08 02 01 33 10,10 12,312033249,1132503712,3,10000000,30000000,0,0,0,0,0,0,0,0,0,107,144899,15504193,32,115919,3709408,0,0,0,0,0,0,212,10000,2120000,0,0,0,690,3000,2070000,0,0,0,16509,300,4952700,0,0,0,23724,200,4744800,0,0,0,38206,100,3820600,0,0,0,723250,15,10848750,0,0,0,7400933,5,37004665,0,0,0
25032,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25032,2025-03-26,星期三,12 22 25 27 28,01 02,22 28 27 25 12,02 01,303333312,1094382586,0,0,0,0,0,0,0,0,0,0,0,0,62,261176,16192912,17,208940,3551980,0,0,0,0,0,0,200,10000,2000000,0,0,0,602,3000,1806000,0,0,0,13126,300,3937800,0,0,0,18132,200,3626400,0,0,0,36837,100,3683700,0,0,0,616635,15,9249525,0,0,0,6916053,5,34580265,0,0,0
25031,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25031,2025-03-24,星期一,14 18 20 25 35,01 07,18 35 20 14 25,07 01,311643171,1024377872,4,10000000,40000000,1,8000000,8000000,0,0,0,0,0,0,72,247703,17834616,20,198162,3963240,0,0,0,0,0,0,145,10000,1450000,0,0,0,501,3000,1503000,0,0,0,12037,300,3611100,0,0,0,17067,200,3413400,0,0,0,31871,100,3187100,0,0,0,561551,15,8423265,0,0,0,6407152,5,32035760,0,0,0
25030,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25030,2025-03-22,星期六,03 09 14 24 28,06 07,14 09 28 24 03,06 07,338162194,995094280,9,7699188,69292692,6,6159350,36956100,0,0,0,0,0,0,178,72009,12817602,62,57607,3571634,0,0,0,0,0,0,366,10000,3660000,0,0,0,1156,3000,3468000,0,0,0,24889,300,7466700,0,0,0,35424,200,7084800,0,0,0,54456,100,5445600,0,0,0,1011568,15,15173520,0,0,0,9780648,5,48903240,0,0,0
25029,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25029,2025-03-19,星期三,05 09 26 31 33,03 10,09 31 33 26 05,10 03,314474524,1043234947,2,10000000,20000000,0,0,0,0,0,0,0,0,0,144,100702,14501088,17,80561,1369537,0,0,0,0,0,0,301,10000,3010000,0,0,0,993,3000,2979000,0,0,0,25122,300,7536600,0,0,0,27237,200,5447400,0,0,0,60371,100,6037100,0,0,0,906158,15,13592370,0,0,0,8670113,5,43350565,0,0,0
25028,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25028,2025-03-17,星期一,06 08 20 25 29,03 07,06 29 25 08 20,07 03,313737340,1006966152,7,8904156,62329092,4,7123324,28493296,0,0,0,0,0,0,103,127524,13134972,43,102019,4386817,0,0,0,0,0,0,221,10000,2210000,0,0,0,969,3000,2907000,0,0,0,19622,300,5886600,0,0,0,29414,200,5882800,0,0,0,38288,100,3828800,0,0,0,823182,15,12347730,0,0,0,8204713,5,41023565,0,0,0
25027,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25027,2025-03-15,星期六,03 06 11 13 20,01 11,20 11 06 13 03,11 01,333487900,1035665607,8,10000000,80000000,0,0,0,0,0,0,0,0,0,117,151904,17772768,31,121523,3767213,0,0,0,0,0,0,241,10000,2410000,0,0,0,655,3000,1965000,0,0,0,17246,300,5173800,0,0,0,19849,200,3969800,0,0,0,42015,100,4201500,0,0,0,708335,15,10625025,0,0,0,7430971,5,37154855,0,0,0
25026,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25026,2025-03-12,星期三,02 03 07 17 30,01 09,30 03 07 17 02,09 01,313696373,1039296516,1,10000000,10000000,0,0,0,0,0,0,0,0,0,80,161515,12921200,21,129212,2713452,0,0,0,0,0,0,194,10000,1940000,0,0,0,922,3000,2766000,0,0,0,20755,300,6226500,0,0,0,33244,200,6648800,0,0,0,43895,100,4389500,0,0,0,923286,15,13849290,0,0,0,9364895,5,46824475,0,0,0
25025,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25025,2025-03-10,星期一,03 06 08 10 25,03 07,03 25 06 10 08,03 07,313678335,993864523,7,7559158,52914106,6,6047326,36283956,0,0,0,0,0,0,137,75409,10331033,49,60327,2956023,0,0,0,0,0,0,297,10000,2970000,0,0,0,1209,3000,3627000,0,0,0,24376,300,7312800,0,0,0,39660,200,7932000,0,0,0,43899,100,4389900,0,0,0,1076218,15,16143270,0,0,0,10186254,5,50931270,0,0,0
25024,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25024,2025-03-08,星期六,06 12 13 16 23,05 08,12 06 13 23 16,08 05,331854703,1035953603,14,6364847,89107858,6,5091877,30551262,0,0,0,0,0,0,132,65034,8584488,52,52027,2705404,0,0,0,0,0,0,250,10000,2500000,0,0,0,2202,3000,6606000,0,0,0,22378,300,6713400,0,0,0,63816,200,12763200,0,0,0,39960,100,3996000,0,0,0,1335224,15,20028360,0,0,0,11736712,5,58683560,0,0,0
25023,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25023,2025-03-05,星期三,10 20 22 24 25,09 12,24 20 25 10 22,12 09,302766777,1115584483,4,10000000,40000000,2,8000000,16000000,0,0,0,0,0,0,93,178006,16554558,19,142404,2705676,0,0,0,0,0,0,302,10000,3020000,0,0,0,520,3000,1560000,0,0,0,14468,300,4340400,0,0,0,20483,200,4096600,0,0,0,36548,100,3654800,0,0,0,642547,15,9638205,0,0,0,6899798,5,34498990,0,0,0
25022,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25022,2025-03-03,星期一,01 11 13 27 29,04 10,11 29 13 01 27,10 04,298217183,1103298037,7,9280845,64965915,1,7424676,7424676,0,0,0,0,0,0,102,115866,11818332,31,92692,2873452,0,0,0,0,0,0,179,10000,1790000,0,0,0,1053,3000,3159000,0,0,0,18491,300,5547300,0,0,0,37254,200,7450800,0,0,0,35577,100,3557700,0,0,0,911895,15,13678425,0,0,0,8832400,5,44162000,0,0,0
25021,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25021,2025-03-01,星期六,10 18 25 30 35,03 12,25 10 35 30 18,12 03,335200766,1123599303,7,10000000,70000000,0,0,0,0,0,0,0,0,0,115,117927,13561605,39,94341,3679299,0,0,0,0,0,0,275,10000,2750000,0,0,0,1311,3000,3933000,0,0,0,23745,300,7123500,0,0,0,34904,200,6980800,0,0,0,48410,100,4841000,0,0,0,958137,15,14372055,0,0,0,9175909,5,45879545,0,0,0
25020,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25020,2025-02-26,星期三,01 09 12 22 29,05 09,01 22 09 29 12,09 05,300087089,1132471892,8,8494966,67959728,1,6795972,6795972,0,0,0,0,0,0,146,67527,9858942,68,54021,3673428,0,0,0,0,0,0,239,10000,2390000,0,0,0,1235,3000,3705000,0,0,0,21845,300,6553500,0,0,0,37699,200,7539800,0,0,0,40685,100,4068500,0,0,0,961185,15,14417775,0,0,0,9371339,5,46856695,0,0,0
25019,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25019,2025-02-24,星期一,07 08 11 18 23,03 11,07 08 11 18 23,03 11,296357549,1159248699,7,8207321,57451247,4,6565856,26263424,0,0,0,0,0,0,199,56096,11163104,72,44876,3231072,0,0,0,0,0,0,277,10000,2770000,0,0,0,947,3000,2841000,0,0,0,22484,300,6745200,0,0,0,27972,200,5594400,0,0,0,53438,100,5343800,0,0,0,904236,15,13563540,0,0,0,8585582,5,42927910,0,0,0
25018,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25018,2025-02-22,星期六,01 07 09 20 28,01 04,20 07 09 28 01,04 01,314802603,1191928481,16,7273028,116368448,3,5818422,17455266,0,0,0,0,0,0,84,182563,15335292,21,146050,3067050,0,0,0,0,0,0,237,10000,2370000,0,0,0,795,3000,2385000,0,0,0,19469,300,5840700,0,0,0,22773,200,4554600,0,0,0,46397,100,4639700,0,0,0,765072,15,11476080,0,0,0,7867948,5,39339740,0,0,0
25017,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25017,2025-02-19,星期三,10 12 26 28 31,03 10,28 31 26 10 12,03 10,288044955,1260507193,1,10000000,10000000,0,0,0,0,0,0,0,0,0,93,144416,13430688,26,115532,3003832,0,0,0,0,0,0,197,10000,1970000,0,0,0,757,3000,2271000,0,0,0,15106,300,4531800,0,0,0,25873,200,5174600,0,0,0,34485,100,3448500,0,0,0,738414,15,11076210,0,0,0,7593477,5,37967385,0,0,0
25016,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25016,2025-02-17,星期一,05 07 12 20 29,08 12,05 29 07 20 12,12 08,288272949,1212239218,12,6900770,82809240,10,5520616,55206160,0,0,0,0,0,0,157,87391,13720387,43,69912,3006216,0,0,0,0,0,0,319,10000,3190000,0,0,0,837,3000,2511000,0,0,0,20044,300,6013200,0,0,0,21014,200,4202800,0,0,0,47553,100,4755300,0,0,0,690174,15,10352610,0,0,0,6839603,5,34198015,0,0,0
25015,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25015,2025-02-15,星期六,07 10 24 31 35,01 08,24 31 07 10 35,08 01,314676590,1290950588,4,10000000,40000000,2,8000000,16000000,0,0,0,0,0,0,84,178523,14995932,31,142818,4427358,0,0,0,0,0,0,131,10000,1310000,0,0,0,674,3000,2022000,0,0,0,14697,300,4409100,0,0,0,24067,200,4813400,0,0,0,34401,100,3440100,0,0,0,724120,15,10861800,0,0,0,7809444,5,39047220,0,0,0
25014,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25014,2025-02-12,星期三,05 19 22 29 35,02 10,29 05 19 22 35,10 02,289867311,1278086019,4,10000000,40000000,0,0,0,0,0,0,0,0,0,128,106474,13628672,31,85179,2640549,0,0,0,0,0,0,232,10000,2320000,0,0,0,764,3000,2292000,0,0,0,21668,300,6500400,0,0,0,20209,200,4041800,0,0,0,41964,100,4196400,0,0,0,760579,15,11408685,0,0,0,7464901,5,37324505,0,0,0
