期号,详情页链接,开奖日期,星期,中奖号码_前区,中奖号码_后区,出球顺序_前区,出球顺序_后区,总销售额(元),奖池奖金(元),1等奖_基本注数,1等奖_基本单注奖金(元),1等奖_基本总奖金(元),1等奖_追加注数,1等奖_追加单注奖金(元),1等奖_追加总奖金(元),1等奖_派奖注数,1等奖_派奖单注金额(元),1等奖_派奖总金额(元),1等奖_追加派奖注数,1等奖_追加派奖单注金额(元),1等奖_追加派奖总金额(元),2等奖_基本注数,2等奖_基本单注奖金(元),2等奖_基本总奖金(元),2等奖_追加注数,2等奖_追加单注奖金(元),2等奖_追加总奖金(元),2等奖_派奖注数,2等奖_派奖单注金额(元),2等奖_派奖总金额(元),2等奖_追加派奖注数,2等奖_追加派奖单注金额(元),2等奖_追加派奖总金额(元),3等奖_基本注数,3等奖_基本单注奖金(元),3等奖_基本总奖金(元),3等奖_追加注数,3等奖_追加单注奖金(元),3等奖_追加总奖金(元),4等奖_基本注数,4等奖_基本单注奖金(元),4等奖_基本总奖金(元),4等奖_追加注数,4等奖_追加单注奖金(元),4等奖_追加总奖金(元),5等奖_基本注数,5等奖_基本单注奖金(元),5等奖_基本总奖金(元),5等奖_追加注数,5等奖_追加单注奖金(元),5等奖_追加总奖金(元),6等奖_基本注数,6等奖_基本单注奖金(元),6等奖_基本总奖金(元),6等奖_追加注数,6等奖_追加单注奖金(元),6等奖_追加总奖金(元),7等奖_基本注数,7等奖_基本单注奖金(元),7等奖_基本总奖金(元),7等奖_追加注数,7等奖_追加单注奖金(元),7等奖_追加总奖金(元),8等奖_基本注数,8等奖_基本单注奖金(元),8等奖_基本总奖金(元),8等奖_追加注数,8等奖_追加单注奖金(元),8等奖_追加总奖金(元),9等奖_基本注数,9等奖_基本单注奖金(元),9等奖_基本总奖金(元),9等奖_追加注数,9等奖_追加单注奖金(元),9等奖_追加总奖金(元)
25013,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25013,2025-02-10,星期一,14 16 18 20 35,02 05,14 20 18 35 16,02 05,289136668,1260404089,5,10000000,50000000,0,0,0,0,0,0,0,0,0,81,201895,16353495,21,161516,3391836,0,0,0,0,0,0,151,10000,1510000,0,0,0,491,3000,1473000,0,0,0,11596,300,3478800,0,0,0,15918,200,3183600,0,0,0,27237,100,2723700,0,0,0,543355,15,8150325,0,0,0,6281157,5,31405785,0,0,0
25012,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25012,2025-02-08,星期六,02 18 19 21 25,02 11,25 02 21 19 18,02 11,358739098,1240397718,2,10000000,20000000,0,0,0,0,0,0,0,0,0,97,183282,17778354,27,146625,3958875,0,0,0,0,0,0,209,10000,2090000,0,0,0,859,3000,2577000,0,0,0,17699,300,5309700,0,0,0,26578,200,5315600,0,0,0,42005,100,4200500,0,0,0,852224,15,12783360,0,0,0,8940026,5,44700130,0,0,0
25011,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25011,2025-01-25,星期六,03 06 07 11 27,02 08,07 11 06 27 03,02 08,373437138,1183329141,5,9667253,48336265,1,7733802,7733802,0,0,0,0,0,0,163,65086,10609018,25,52068,1301700,0,0,0,0,0,0,382,10000,3820000,0,0,0,2039,3000,6117000,0,0,0,30164,300,9049200,0,0,0,69882,200,13976400,0,0,0,56362,100,5636200,0,0,0,1555109,15,23326635,0,0,0,13383724,5,66918620,0,0,0
25010,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25010,2025-01-22,星期三,05 21 28 30 32,07 12,32 28 21 05 30,07 12,314170042,1197169901,6,10000000,60000000,2,8000000,16000000,0,0,0,0,0,0,86,171799,14774714,27,137439,3710853,0,0,0,0,0,0,192,10000,1920000,0,0,0,756,3000,2268000,0,0,0,15941,300,4782300,0,0,0,25960,200,5192000,0,0,0,31418,100,3141800,0,0,0,781725,15,11725875,0,0,0,8177602,5,40888010,0,0,0
25009,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25009,2025-01-20,星期一,03 19 21 30 32,06 09,21 30 03 32 19,06 09,308814993,1207630140,5,10000000,50000000,1,8000000,8000000,0,0,0,0,0,0,126,108815,13710690,26,87052,2263352,0,0,0,0,0,0,264,10000,2640000,0,0,0,929,3000,2787000,0,0,0,19868,300,5960400,0,0,0,30780,200,6156000,0,0,0,45010,100,4501000,0,0,0,881180,15,13217700,0,0,0,8689549,5,43447745,0,0,0
25008,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25008,2025-01-18,星期六,01 05 07 13 35,05 12,07 13 01 35 05,05 12,336989378,1208994728,7,10000000,70000000,0,0,0,0,0,0,0,0,0,132,94439,12465948,50,75551,3777550,0,0,0,0,0,0,279,10000,2790000,0,0,0,1241,3000,3723000,0,0,0,21921,300,6576300,0,0,0,36856,200,7371200,0,0,0,44702,100,4470200,0,0,0,1026856,15,15402840,0,0,0,10191393,5,50956965,0,0,0
25007,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25007,2025-01-15,星期三,15 22 23 25 31,01 09,15 22 31 23 25,01 09,311942681,1221403982,1,10000000,10000000,0,0,0,0,0,0,0,0,0,70,271022,18971540,9,216817,1951353,0,0,0,0,0,0,176,10000,1760000,0,0,0,526,3000,1578000,0,0,0,13832,300,4149600,0,0,0,17674,200,3534800,0,0,0,32327,100,3232700,0,0,0,617156,15,9257340,0,0,0,6847045,5,34235225,0,0,0
25006,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25006,2025-01-13,星期一,03 04 13 19 35,03 10,03 35 04 13 19,10 03,315397229,1157222668,4,10000000,40000000,0,0,0,0,0,0,0,0,0,104,141473,14713192,25,113178,2829450,0,0,0,0,0,0,182,10000,1820000,0,0,0,755,3000,2265000,0,0,0,16680,300,5004000,0,0,0,27568,200,5513600,0,0,0,36783,100,3678300,0,0,0,840142,15,12602130,0,0,0,8784428,5,43922140,0,0,0
25005,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25005,2025-01-11,星期六,05 06 08 31 32,09 11,06 32 05 08 31,09 11,313119385,1135025880,4,9839697,39358788,3,7871757,23615271,0,0,0,0,0,0,212,54953,11650036,45,43962,1978290,0,0,0,0,0,0,788,10000,7880000,0,0,0,1020,3000,3060000,0,0,0,27119,300,8135700,0,0,0,26695,200,5339000,0,0,0,70687,100,7068700,0,0,0,949102,15,14236530,0,0,0,9152089,5,45760445,0,0,0
25004,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25004,2025-01-08,星期三,02 05 09 13 33,01 07,09 13 33 02 05,07 01,294103605,1149680405,3,10000000,30000000,1,8000000,8000000,0,0,0,0,0,0,102,138323,14108946,30,110658,3319740,0,0,0,0,0,0,191,10000,1910000,0,0,0,755,3000,2265000,0,0,0,16181,300,4854300,0,0,0,20712,200,4142400,0,0,0,38106,100,3810600,0,0,0,703610,15,10554150,0,0,0,7470576,5,37352880,0,0,0
25003,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25003,2025-01-06,星期一,10 25 30 32 34,04 10,10 30 25 34 32,10 04,302634553,1125887685,1,10000000,10000000,0,0,0,0,0,0,0,0,0,46,385970,17754620,12,308776,3705312,0,0,0,0,0,0,156,10000,1560000,0,0,0,472,3000,1416000,0,0,0,11288,300,3386400,0,0,0,16633,200,3326600,0,0,0,28437,100,2843700,0,0,0,540549,15,8108235,0,0,0,6020926,5,30104630,0,0,0
25002,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25002,2025-01-04,星期六,19 21 22 28 32,06 09,19 21 28 32 22,06 09,328380460,1059802299,7,8977032,62839224,2,7181625,14363250,0,0,0,0,0,0,90,140909,12681810,21,112727,2367267,0,0,0,0,0,0,193,10000,1930000,0,0,0,1297,3000,3891000,0,0,0,17784,300,5335200,0,0,0,45361,200,9072200,0,0,0,33257,100,3325700,0,0,0,1057262,15,15858930,0,0,0,10617686,5,53088430,0,0,0
25001,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=25001,2025-01-01,星期三,05 08 16 17 27,04 07,16 17 27 08 05,07 04,300925149,1083648909,12,7654708,91856496,0,0,0,0,0,0,0,0,0,162,62463,10119006,78,49970,3897660,0,0,0,0,0,0,381,10000,3810000,0,0,0,1590,3000,4770000,0,0,0,22694,300,6808200,0,0,0,36852,200,7370400,0,0,0,51645,100,5164500,0,0,0,912333,15,13684995,0,0,0,8426443,5,42132215,0,0,0
24152,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=24152,2024-12-30,星期一,01 02 07 08 31,02 10,07 01 02 31 08,10 02,303398169,1125809265,3,10000000,30000000,1,8000000,8000000,0,0,0,0,0,0,145,113095,16398775,16,90476,1447616,0,0,0,0,0,0,217,10000,2170000,0,0,0,651,3000,1953000,0,0,0,18072,300,5421600,0,0,0,22278,200,4455600,0,0,0,40617,100,4061700,0,0,0,751224,15,11268360,0,0,0,7642872,5,38214360,0,0,0
24151,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=24151,2024-12-28,星期六,05 12 17 19 35,10 11,12 17 05 19 35,10 11,315044922,1100535289,5,10000000,50000000,0,0,0,0,0,0,0,0,0,109,146038,15918142,28,116830,3271240,0,0,0,0,0,0,297,10000,2970000,0,0,0,751,3000,2253000,0,0,0,17263,300,5178900,0,0,0,21893,200,4378600,0,0,0,41409,100,4140900,0,0,0,720280,15,10804200,0,0,0,7484318,5,37421590,0,0,0
24150,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=24150,2024-12-25,星期三,04 11 23 25 34,05 07,04 34 23 11 25,05 07,294938543,1082499928,2,10000000,20000000,0,0,0,0,0,0,0,0,0,146,85346,12460516,49,68276,3345524,0,0,0,0,0,0,395,10000,3950000,0,0,0,972,3000,2916000,0,0,0,19474,300,5842200,0,0,0,22168,200,4433600,0,0,0,51932,100,5193200,0,0,0,740908,15,11113620,0,0,0,7844976,5,39224880,0,0,0
24149,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=24149,2024-12-23,星期一,02 05 16 18 22,07 09,22 02 16 05 18,09 07,293475449,1046459747,3,10000000,30000000,0,0,0,0,0,0,0,0,0,108,110866,11973528,21,88692,1862532,0,0,0,0,0,0,262,10000,2620000,0,0,0,999,3000,2997000,0,0,0,20431,300,6129300,0,0,0,30795,200,6159000,0,0,0,39899,100,3989900,0,0,0,932291,15,13984365,0,0,0,9006396,5,45031980,0,0,0
24148,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=24148,2024-12-21,星期六,06 09 20 32 35,08 11,32 20 09 06 35,08 11,319089575,1027404435,2,10000000,20000000,0,0,0,0,0,0,0,0,0,119,109466,13026454,63,87572,5517036,0,0,0,0,0,0,195,10000,1950000,0,0,0,804,3000,2412000,0,0,0,16405,300,4921500,0,0,0,25483,200,5096600,0,0,0,33896,100,3389600,0,0,0,784284,15,11764260,0,0,0,8506157,5,42530785,0,0,0
24147,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=24147,2024-12-18,星期三,12 18 21 22 31,01 07,22 31 12 21 18,01 07,297698975,981658901,0,0,0,0,0,0,0,0,0,0,0,0,75,223695,16777125,15,178956,2684340,0,0,0,0,0,0,174,10000,1740000,0,0,0,596,3000,1788000,0,0,0,13272,300,3981600,0,0,0,18436,200,3687200,0,0,0,30453,100,3045300,0,0,0,613286,15,9199290,0,0,0,6793975,5,33969875,0,0,0
24146,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=24146,2024-12-16,星期一,05 20 21 22 32,03 04,20 21 22 05 32,03 04,296215559,912659139,6,9555674,57334044,2,7644539,15289078,0,0,0,0,0,0,125,106831,13353875,22,85464,1880208,0,0,0,0,0,0,366,10000,3660000,0,0,0,1230,3000,3690000,0,0,0,20780,300,6234000,0,0,0,30816,200,6163200,0,0,0,46205,100,4620500,0,0,0,842689,15,12640335,0,0,0,7778267,5,38891335,0,0,0
24145,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=24145,2024-12-14,星期六,01 06 09 22 24,01 03,22 01 09 24 06,01 03,320626163,931270188,4,10000000,40000000,0,0,0,0,0,0,0,0,0,95,174535,16580825,22,139628,3071816,0,0,0,0,0,0,251,10000,2510000,0,0,0,627,3000,1881000,0,0,0,18781,300,5634300,0,0,0,21413,200,4282600,0,0,0,47498,100,4749800,0,0,0,731273,15,10969095,0,0,0,7549943,5,37749715,0,0,0
24144,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=24144,2024-12-11,星期三,06 07 08 21 30,01 05,30 08 06 07 21,01 05,298735511,901592546,4,10000000,40000000,1,8000000,8000000,0,0,0,0,0,0,119,119813,14257747,34,95850,3258900,0,0,0,0,0,0,312,10000,3120000,0,0,0,672,3000,2016000,0,0,0,20049,300,6014700,0,0,0,19681,200,3936200,0,0,0,50060,100,5006000,0,0,0,709916,15,10648740,0,0,0,7203403,5,36017015,0,0,0
24143,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=24143,2024-12-09,星期一,16 20 22 24 31,04 05,24 22 16 20 31,05 04,299228472,887487585,6,9370240,56221440,3,7496192,22488576,0,0,0,0,0,0,144,80121,11537424,72,64096,4614912,0,0,0,0,0,0,162,10000,1620000,0,0,0,1025,3000,3075000,0,0,0,18486,300,5545800,0,0,0,28304,200,5660800,0,0,0,31155,100,3115500,0,0,0,840374,15,12605610,0,0,0,8315841,5,41579205,0,0,0
24142,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=24142,2024-12-07,星期六,08 21 24 33 34,03 10,21 24 33 08 34,10 03,327282822,908929975,13,6849783,89047179,2,5479826,10959652,0,0,0,0,0,0,88,112528,9902464,22,90022,1980484,0,0,0,0,0,0,209,10000,2090000,0,0,0,1819,3000,5457000,0,0,0,17065,300,5119500,0,0,0,67962,200,13592400,0,0,0,34854,100,3485400,0,0,0,1266757,15,19001355,0,0,0,11521852,5,57609260,0,0,0
24141,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=24141,2024-12-04,星期三,02 06 07 16 20,02 11,07 16 02 20 06,02 11,302351348,966806148,7,8545200,59816400,2,6836160,13672320,0,0,0,0,0,0,154,71205,10965570,43,56964,2449452,0,0,0,0,0,0,263,10000,2630000,0,0,0,1332,3000,3996000,0,0,0,23108,300,6932400,0,0,0,42173,200,8434600,0,0,0,49915,100,4991500,0,0,0,1002232,15,15033480,0,0,0,9031345,5,45156725,0,0,0
24140,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=24140,2024-12-02,星期一,03 06 15 23 31,01 12,23 03 15 06 31,01 12,313586274,992732460,4,10000000,40000000,0,0,0,0,0,0,0,0,0,112,128171,14355152,46,102536,4716656,0,0,0,0,0,0,314,10000,3140000,0,0,0,975,3000,2925000,0,0,0,15574,300,4672200,0,0,0,22296,200,4459200,0,0,0,40393,100,4039300,0,0,0,682804,15,10242060,0,0,0,7497823,5,37489115,0,0,0
24139,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=24139,2024-11-30,星期六,05 12 20 23 24,05 07,24 20 23 12 05,07 05,346398503,965113949,9,8236640,74129760,6,6589312,39535872,0,0,0,0,0,0,160,105433,16869280,33,84346,2783418,0,0,0,0,0,0,252,10000,2520000,0,0,0,993,3000,2979000,0,0,0,20393,300,6117900,0,0,0,30517,200,6103400,0,0,0,42943,100,4294300,0,0,0,892610,15,13389150,0,0,0,9000048,5,45000240,0,0,0
24138,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=24138,2024-11-27,星期三,05 17 20 28 34,04 09,17 20 28 34 05,09 04,314640260,1009101191,3,10000000,30000000,1,8000000,8000000,0,0,0,0,0,0,79,190337,15036623,12,152269,1827228,0,0,0,0,0,0,183,10000,1830000,0,0,0,1198,3000,3594000,0,0,0,15801,300,4740300,0,0,0,33771,200,6754200,0,0,0,34243,100,3424300,0,0,0,850379,15,12755685,0,0,0,8884240,5,44421200,0,0,0
24137,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=24137,2024-11-25,星期一,08 15 16 17 21,02 05,16 17 21 15 08,05 02,314223012,987311038,3,10000000,30000000,2,8000000,16000000,0,0,0,0,0,0,119,104452,12429788,48,83561,4010928,0,0,0,0,0,0,248,10000,2480000,0,0,0,1069,3000,3207000,0,0,0,18351,300,5505300,0,0,0,30972,200,6194400,0,0,0,40830,100,4083000,0,0,0,885815,15,13287225,0,0,0,8896203,5,44481015,0,0,0
24136,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=24136,2024-11-23,星期六,01 17 20 29 34,07 08,29 17 01 34 20,08 07,339548742,975020596,1,10000000,10000000,0,0,0,0,0,0,0,0,0,105,165661,17394405,31,132528,4108368,0,0,0,0,0,0,161,10000,1610000,0,0,0,653,3000,1959000,0,0,0,15193,300,4557900,0,0,0,22197,200,4439400,0,0,0,33009,100,3300900,0,0,0,752387,15,11285805,0,0,0,8297121,5,41485605,0,0,0
24135,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=24135,2024-11-20,星期三,06 08 22 24 30,03 08,06 24 08 30 22,03 08,312278951,908783183,11,7341497,80756467,4,5873197,23492788,0,0,0,0,0,0,290,39797,11541130,97,31837,3088189,0,0,0,0,0,0,274,10000,2740000,0,0,0,1172,3000,3516000,0,0,0,19081,300,5724300,0,0,0,40499,200,8099800,0,0,0,36814,100,3681400,0,0,0,996190,15,14942850,0,0,0,9562764,5,47813820,0,0,0
24134,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=24134,2024-11-18,星期一,01 04 07 13 33,05 06,04 13 01 07 33,05 06,315446181,961163598,4,10000000,40000000,0,0,0,0,0,0,0,0,0,123,112009,13777107,39,89607,3494673,0,0,0,0,0,0,271,10000,2710000,0,0,0,842,3000,2526000,0,0,0,20617,300,6185100,0,0,0,25037,200,5007400,0,0,0,49752,100,4975200,0,0,0,836717,15,12550755,0,0,0,8421095,5,42105475,0,0,0
24133,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=24133,2024-11-16,星期六,08 10 14 22 29,04 06,10 08 22 29 14,04 06,340137954,939926813,6,10000000,60000000,1,8000000,8000000,0,0,0,0,0,0,105,148951,15639855,28,119160,3336480,0,0,0,0,0,0,249,10000,2490000,0,0,0,858,3000,2574000,0,0,0,22768,300,6830400,0,0,0,29241,200,5848200,0,0,0,51561,100,5156100,0,0,0,890346,15,13355190,0,0,0,8831505,5,44157525,0,0,0
24132,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=24132,2024-11-13,星期三,05 06 10 16 31,06 09,06 10 31 16 05,09 06,313339293,940646991,6,9953712,59722272,1,7962969,7962969,0,0,0,0,0,0,86,140888,12116368,24,112710,2705040,0,0,0,0,0,0,207,10000,2070000,0,0,0,1151,3000,3453000,0,0,0,18751,300,5625300,0,0,0,37970,200,7594000,0,0,0,37609,100,3760900,0,0,0,965234,15,14478510,0,0,0,9836811,5,49184055,0,0,0
24131,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=24131,2024-11-11,星期一,02 03 04 21 26,02 03,02 03 04 21 26,02 03,314078746,955783254,10,8892360,88923600,1,7113888,7113888,0,0,0,0,0,0,86,181338,15595068,20,145070,2901400,0,0,0,0,0,0,194,10000,1940000,0,0,0,921,3000,2763000,0,0,0,15317,300,4595100,0,0,0,26281,200,5256200,0,0,0,32326,100,3232600,0,0,0,760636,15,11409540,0,0,0,8125432,5,40627160,0,0,0
24130,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=24130,2024-11-09,星期六,11 21 25 31 32,04 10,32 31 25 21 11,10 04,324915160,986242258,6,10000000,60000000,2,8000000,16000000,0,0,0,0,0,0,113,132321,14952273,29,105856,3069824,0,0,0,0,0,0,304,10000,3040000,0,0,0,883,3000,2649000,0,0,0,20419,300,6125700,0,0,0,27305,200,5461000,0,0,0,53328,100,5332800,0,0,0,826931,15,12403965,0,0,0,8455407,5,42277035,0,0,0
24129,https://www.zhcw.com/kjxx/dlt/kjxq/?kjData=24129,2024-11-06,星期三,07 19 30 31 34,05 07,31 19 34 30 07,05 07,293942499,998345494,3,10000000,30000000,0,0,0,0,0,0,0,0,0,78,181532,14159496,23,145225,3340175,0,0,0,0,0,0,187,10000,1870000,0,0,0,679,3000,2037000,0,0,0,15817,300,4745100,0,0,0,23947,200,4789400,0,0,0,35079,100,3507900,0,0,0,709675,15,10645125,0,0,0,7378655,5,36893275,0,0,0
